College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
"G. H. Raisoni College of Engineering, Nagpur",MECHANICAL ENGINEERING,Nagpur,Maharashtra,Not Available,0.0,0.0,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne,Mechanical Engineering,,65.3,65.3,Not Available,Good,Top 200
MIT Academy of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in",Mechanical Engineering,19.98181818181818,74.6,52.8,Expensive,Good,Not Ranked
DKTE Society's Textile and Engineering Institute,MECHANICAL ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Mechanical Engineering,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
PES College of Engineering,MECHANICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Mechanical Engineering,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Pimpri Chinchwad College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0.0,,Private,Yes,Yes,"www.pccoepune.
 com",Mechanical Engineering,34.1,86.7,65.7,Premium,Excellent,Not Ranked
Terna Public Charitable Trust's Terna Engineering College,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0.0,,Private,Yes,Yes,www.terna.org,Mechanical Engineering,37.96666666666667,86.7,67.2,Premium,Excellent,Not Ranked
Sri Prakash College of Engineering,MECHANICAL ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0.0,,Private,Yes,Not Available,www.sveri.ac.in,Mechanical Engineering,79.95,53.3,64.0,Affordable,Average,Not Ranked
Thakur College of Engineering and Technology,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in",Mechanical Engineering,20.83333333333333,75.0,53.3,Premium,Good,Not Ranked
Jawahar Education Society's AC Patil College of Engineering,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0.0,,Private,Yes,Yes,www.piit.ac.in,Mechanical Engineering,49.6,86.7,71.9,Moderate,Excellent,Not Ranked
Dr. DY Patil Institute of Engineering and Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0.0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i",Mechanical Engineering,45.77142857142856,86.7,70.3,Moderate,Excellent,Not Ranked
Vishwakarma Institute of Information Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in,Mechanical Engineering,23.65384615384616,74.7,54.3,Premium,Good,Not Ranked
Vishwakarma Institute of Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Mechanical Engineering,19.538,78.6,55.0,Expensive,Good,Not Ranked
Yeshwantrao Chavan College of Engineering,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu,Mechanical Engineering,25.65454545454545,55.2,43.4,Premium,Average,Top 200
Sinhgad College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u",Mechanical Engineering,29.952380952380953,59.2,47.5,Premium,Average,Not Ranked
JSPM's Rajarshi Shahu College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,Not Available,0.0,0.0,151.0,Private,Yes,Yes,www.jspm.edu.in,Mechanical Engineering,,65.3,65.3,Not Available,Good,Top 200
Terna Public Charitable Trust's Terna Engineering College,MECHATRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0.0,,Private,Yes,Yes,www.terna.org,Mechanical Engineering,37.96666666666667,86.7,67.2,Premium,Excellent,Not Ranked
PES College of Engineering,METALLURGICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Mining & Metallurgy,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Institute of Chemical Technology,"OILS, OLEOCHEMICALS AND SURFACTANTS TECHNOLOGY",Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Chemical & Biotechnology,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
Institute of Chemical Technology,PHARMACEUTICALS CHEMISTRY AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Chemical & Biotechnology,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
PES College of Engineering,PLANNING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Architecture & Planning,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Institute of Chemical Technology,POLYMER ENGINEERING AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Other Engineering,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
Veermata Jijabai Technological Institute,PRODUCTION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Mechanical Engineering,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Fr Conceicao Rodrigues College of Engineering,PRODUCTION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0.0,,Private,Yes,Yes,"www.fragnel.ac.i
 n",Mechanical Engineering,19.668571428571425,86.7,59.9,Expensive,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,PRODUCTION ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Mechanical Engineering,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
Sinhgad College of Engineering,PRODUCTION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u",Mechanical Engineering,29.952380952380953,59.2,47.5,Premium,Average,Not Ranked
Vishwakarma Institute of Technology,PRODUCTION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu,Mechanical Engineering,19.538,78.6,55.0,Expensive,Good,Not Ranked
PES College of Engineering,PRODUCTION ENGINEERING (SANDWICH),Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Mechanical Engineering,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Institute of Chemical Technology,SURFACE COATING TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in",Other Engineering,62.0974358974359,76.3,70.6,Affordable,Good,Top 50
DKTE Society's Textile and Engineering Institute,TEXTILE CHEMISTRY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Sciences,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,TEXTILE PLANT ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Other Engineering,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Veermata Jijabai Technological Institute,TEXTILE TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0.0,,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in,Other Engineering,64.55811764705882,100.0,85.8,Affordable,Excellent,Not Ranked
Shri Guru Gobind Singhji Institute of Engineering and Technology,TEXTILE TECHNOLOGY,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0.0,,Government Autonomous,Yes,Yes,www.sggs.ac.in,Other Engineering,50.6,100.0,80.2,Moderate,Excellent,Not Ranked
DKTE Society's Textile and Engineering Institute,TEXTILE TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0.0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com,Other Engineering,43.736363636363635,86.7,69.5,Moderate,Excellent,Not Ranked
Veer Surendra Sai University of Technology,CHEMICAL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Chemical & Biotechnology,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,CIVIL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Civil Engineering,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,COMPUTER SCIENCE & ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Computer Science & IT,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Electronics & Communication,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,ELECTRICAL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Electrical & Power,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Electronics & Communication,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,INFORMATION TECHNOLOGY,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Computer Science & IT,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,MECHANICAL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Mechanical Engineering,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,METALLURGICAL AND MATERIALS ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Mining & Metallurgy,72.80495,46.3,56.9,Affordable,Average,Top 200
Veer Surendra Sai University of Technology,PRODUCTION ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-,Mechanical Engineering,72.80495,46.3,56.9,Affordable,Average,Top 200
Kalinga Institute of Industrial Technology,AEROSPACE ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Aerospace & Aeronautical,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,BIOTECHNOLOGY,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Chemical & Biotechnology,0.0,61.4,36.8,Expensive,Good,Top 50
CV Raman College of Engineering,CHEMICAL ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Chemical & Biotechnology,36.0625,41.6,39.4,Premium,Average,Not Ranked
Kalinga Institute of Industrial Technology,CHEMICAL TECHNOLOGY,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Chemical & Biotechnology,0.0,61.4,36.8,Expensive,Good,Top 50
Sophitorium Engineering College,CIVIL ENGINEERING,Khurdha,Odisha,"Biju Patnaik University of Technology, Rourkela",210833.33333333337,0.0,,Private,No,No,www.sophitoriu m.org,Civil Engineering,57.83333333333333,20.0,35.1,Moderate,Below Average,Not Ranked
CV Raman College of Engineering,CIVIL ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Civil Engineering,36.0625,41.6,39.4,Premium,Average,Not Ranked
Kalinga Institute of Industrial Technology,CIVIL ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Civil Engineering,0.0,61.4,36.8,Expensive,Good,Top 50
Sophitorium Engineering College,COMPUTER SCIENCE AND ENGINEERING,Khurdha,Odisha,"Biju Patnaik University of Technology, Rourkela",210833.33333333337,0.0,,Private,No,No,www.sophitoriu m.org,Computer Science & IT,57.83333333333333,20.0,35.1,Moderate,Below Average,Not Ranked
CV Raman College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Computer Science & IT,36.0625,41.6,39.4,Premium,Average,Not Ranked
Silicon Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",421875.0,0.0,,Private,No,No,www.silicon.ac.in,Computer Science & IT,27.8125,20.0,23.1,Premium,Below Average,Not Ranked
Kalinga Institute of Industrial Technology,COMPUTER SCIENCE AND ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Computer Science & IT,0.0,61.4,36.8,Expensive,Good,Top 50
CV Raman College of Engineering,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Computer Science & IT,36.0625,41.6,39.4,Premium,Average,Not Ranked
CV Raman College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Electronics & Communication,36.0625,41.6,39.4,Premium,Average,Not Ranked
Silicon Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",421875.0,0.0,,Private,No,No,www.silicon.ac.in,Electronics & Communication,27.8125,20.0,23.1,Premium,Below Average,Not Ranked
Sophitorium Engineering College,ELECTRICAL ENGINEERING,Khurdha,Odisha,"Biju Patnaik University of Technology, Rourkela",210833.33333333337,0.0,,Private,No,No,www.sophitoriu m.org,Electrical & Power,57.83333333333333,20.0,35.1,Moderate,Below Average,Not Ranked
Kalinga Institute of Industrial Technology,ELECTRICAL ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Electrical & Power,0.0,61.4,36.8,Expensive,Good,Top 50
CV Raman College of Engineering,ELECTRICAL ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Electrical & Power,36.0625,41.6,39.4,Premium,Average,Not Ranked
Sophitorium Engineering College,ELECTRONICS & COMMUNICATION ENGG,Khurdha,Odisha,"Biju Patnaik University of Technology, Rourkela",210833.33333333337,0.0,,Private,No,No,www.sophitoriu m.org,Electronics & Communication,57.83333333333333,20.0,35.1,Moderate,Below Average,Not Ranked
Silicon Institute of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",421875.0,0.0,,Private,No,No,www.silicon.ac.in,Electronics & Communication,27.8125,20.0,23.1,Premium,Below Average,Not Ranked
CV Raman College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Electronics & Communication,36.0625,41.6,39.4,Premium,Average,Not Ranked
Silicon Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",421875.0,0.0,,Private,No,No,www.silicon.ac.in,Electronics & Communication,27.8125,20.0,23.1,Premium,Below Average,Not Ranked
Kalinga Institute of Industrial Technology,ELECTRONICS AND CONTROL SYSTEMS,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Electronics & Communication,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,ELECTRONICS AND ELECTRICAL ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Electronics & Communication,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Electronics & Communication,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Electronics & Communication,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,INFORMATION TECHNOLOGY,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Computer Science & IT,0.0,61.4,36.8,Expensive,Good,Top 50
CV Raman College of Engineering,MARINE ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Other Engineering,36.0625,41.6,39.4,Premium,Average,Not Ranked
Sophitorium Engineering College,MECHANICAL ENGINEERING,Khurdha,Odisha,"Biju Patnaik University of Technology, Rourkela",210833.33333333337,0.0,,Private,No,No,www.sophitoriu m.org,Mechanical Engineering,57.83333333333333,20.0,35.1,Moderate,Below Average,Not Ranked
Kalinga Institute of Industrial Technology,MECHANICAL ENGINEERING,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Mechanical Engineering,0.0,61.4,36.8,Expensive,Good,Top 50
CV Raman College of Engineering,MECHANICAL ENGINEERING,Bhubaneswar,Odisha,"Biju Patnaik University of Technology, Rourkela",339375.0,3.16,,Private,No,Not Available,www.cvrce.edu.i n,Mechanical Engineering,36.0625,41.6,39.4,Premium,Average,Not Ranked
Kalinga Institute of Industrial Technology,MECHANICAL ENGINEERING AUTOMOBILE,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Mechanical Engineering,0.0,61.4,36.8,Expensive,Good,Top 50
Kalinga Institute of Industrial Technology,MECHATRONICS,Bhubaneshwar,Odisha,Not Available,2009710.0,3.48,37.0,Private,No,No,www.kiit.org,Mechanical Engineering,0.0,61.4,36.8,Expensive,Good,Top 50
Indira Gandhi Institute of Technology,CHEMICAL ENGINEERING,Khalapal,Odisha,"Biju Patnaik University of Technology, Rourkela",161636.36363636365,0.0,,Government Autonomous,Yes,Yes,www.igitsarang.a c.in,Chemical & Biotechnology,67.67272727272727,100.0,87.1,Affordable,Excellent,Not Ranked
Indira Gandhi Institute of Technology,CIVIL ENGINEERING,Khalapal,Odisha,"Biju Patnaik University of Technology, Rourkela",161636.36363636365,0.0,,Government Autonomous,Yes,Yes,www.igitsarang.a c.in,Civil Engineering,67.67272727272727,100.0,87.1,Affordable,Excellent,Not Ranked
Indira Gandhi Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Khalapal,Odisha,"Biju Patnaik University of Technology, Rourkela",161636.36363636365,0.0,,Government Autonomous,Yes,Yes,www.igitsarang.a c.in,Computer Science & IT,67.67272727272727,100.0,87.1,Affordable,Excellent,Not Ranked
